"exped","ubic","numextubi","numintubi","colubi"
"9006005","HORTELANOS","","","RESID SAN AGUSTIN"
"9006006","CAPELLANIA","237","",""
"9006007","SAN FRANCISCO","791","",""
"9006008","PROL MORONES PRIETO","896","",""
"9006009","MORONES PRIETO 789","","",""
"9006010","CALLEJON DE CAPELLANIA","","",""
"9006011","JUAREZ Y CAPELLANIA","S/N","",""
"9006101","BENITO JUAREZ","898","PB A","ZONA DE LOS CALLEJON"
"9006102","BENITO JUAREZ","898","PB B","ZONA DE LOS CALLEJON"
"9006103","BENITO JUAREZ","898","PB C","ZONA DE LOS CALLEJON"
"9006104","BENITO JUAREZ","898","PB D","ZONA DE LOS CALLEJON"
"9006105","BENITO JUAREZ","898","2 A","ZONA DE LOS CALLEJON"
"9006106","BENITO JUAREZ","898","2 B","ZONA DE LOS CALLEJON"
"9006107","BENITO JUAREZ","898","2 C","ZONA DE LOS CALLEJON"
"9006108","BENITO JUAREZ","898","2 D","ZONA DE LOS CALLEJON"
"9006109","BENITO JUAREZ","898","2 E","ZONA DE LOS CALLEJON"
"9006110","BENITO JUAREZ","898","3 A","ZONA DE LOS CALLEJON"
"9006111","BENITO JUAREZ","898","3 B","ZONA DE LOS CALLEJON"
"9006112","BENITO JUAREZ","898","3 C","ZONA DE LOS CALLEJON"
"9006113","BENITO JUAREZ","898","3 D","ZONA DE LOS CALLEJON"
"9006114","BENITO JUAREZ","898","3 E","ZONA DE LOS CALLEJON"
"9006115","BENITO JUAREZ","898","4 A","ZONA DE LOS CALLEJON"
"9006116","BENITO JUAREZ","898","4 B","ZONA DE LOS CALLEJON"
"9006117","BENITO JUAREZ","898","5 A","ZONA DE LOS CALLEJON"
"9006118","BENITO JUAREZ","898","5 B","ZONA DE LOS CALLEJON"
"9006119","BENITO JUAREZ","898","5 C","ZONA DE LOS CALLEJON"
"9006120","BENITO JUAREZ","898","5 D","ZONA DE LOS CALLEJON"
"9006121","BENITO JUAREZ","898","6 A","ZONA DE LOS CALLEJON"
"9006122","BENITO JUAREZ","898","1","ZONA DE LOS CALLEJON"
"9006123","BENITO JUAREZ","898","2","ZONA DE LOS CALLEJON"
"9006124","BENITO JUAREZ","898","3","ZONA DE LOS CALLEJON"
"9006125","BENITO JUAREZ","898","4","ZONA DE LOS CALLEJON"
"9006126","BENITO JUAREZ","898","5","ZONA DE LOS CALLEJON"
"9006127","BENITO JUAREZ","898","6 CD","ZONA DE LOS CALLEJON"
"9006128","BENITO JUAREZ","898","7 CD","ZONA DE LOS CALLEJON"
"9006129","BENITO JUAREZ","898","8","ZONA DE LOS CALLEJON"
"9006130","BENITO JUAREZ","898","31  CC","ZONA DE LOS CALLEJON"
"9006131","BENITO JUAREZ","898","41 CD","ZONA DE LOS CALLEJON"
"9006132","BENITO JUAREZ","898","42 CD","ZONA DE LOS CALLEJON"
"9006133","BENITO JUAREZ","898","43 CD","ZONA DE LOS CALLEJON"
"9006134","BENITO JUAREZ","898","44 CD","ZONA DE LOS CALLEJON"
"9006135","BENITO JUAREZ","898","80 CD","ZONA DE LOS CALLEJON"
"9006136","BENITO JUAREZ","898","81 CD","ZONA DE LOS CALLEJON"
"9006137","BENITO JUAREZ","898","86 CD","ZONA DE LOS CALLEJON"
"9006138","BENITO JUAREZ","898","87 CD","ZONA DE LOS CALLEJON"
"9006139","BENITO JUAREZ","898","126 CD","ZONA DE LOS CALLEJON"
"9006140","BENITO JUAREZ","898","127 CD","ZONA DE LOS CALLEJON"
"9006141","BENITO JUAREZ","898","132 CD","ZONA DE LOS CALLEJON"
"9006142","BENITO JUAREZ","898","133 CD","ZONA DE LOS CALLEJON"
"9006143","BENITO JUAREZ","898","138 CC","ZONA DE LOS CALLEJON"
"9006144","BENITO JUAREZ","898","172 CD","ZONA DE LOS CALLEJON"
"9006145","BENITO JUAREZ","898","173 CD","ZONA DE LOS CALLEJON"
"9006146","BENITO JUAREZ","898","180 CD","ZONA DE LOS CALLEJON"
"9006147","BENITO JUAREZ","898","181 CD","ZONA DE LOS CALLEJON"
"9006148","BENITO JUAREZ","898","B 2","ZONA DE LOS CALLEJON"
"9006149","BENITO JUAREZ","898","B 3","ZONA DE LOS CALLEJON"
"9006150","BENITO JUAREZ","898","B 4","ZONA DE LOS CALLEJON"
"9006151","BENITO JUAREZ","898","B 5","ZONA DE LOS CALLEJON"
"9006152","BENITO JUAREZ","898","B 6","ZONA DE LOS CALLEJON"
"9006153","BENITO JUAREZ","898","B 7","ZONA DE LOS CALLEJON"
"9006154","BENITO JUAREZ","898","B 8","ZONA DE LOS CALLEJON"
"9007001","PRIV FRESNOS","104","",""
"9007010","SAN PATRICIO","115","",""
"9007015","SAN PATRICIO","105","",""
"9007018","PRIV LOS FRESNOS 101","","",""
"9007019","AVE SAN FRANCISCO 3 Y AV M PRIETO","S/N","",""
"9007023","PRIV LOS FRESNOS 102","","","JARDINES DEL VALLE"
"9007024","SAN PATRICIO Y PRIV LOS FRESNOS","106","","JARDINES DEL VALLE"
"9007025","PRIV LOS FRESNOS 103","","",""
"9007027","SN PATRICIO","150","",""
"9007028","AVE SAN PATRICIO","S/N","",""
"9007030","SAN PATRICIO","550","",""
"9007035","HORTELANOS","747","",""
"9007036","HORTELANOS Y CAMINO V","","",""
"9007037","CALLEJON DE CAPELLANIA PTE 355","","","N GARCIA NARANJO"
"9007038","HORTELANOS","AREA MPAL","","LAS AMAPAS"
"9007047","AV I MORONES PRIETO","S/N","",""
"9007048","HORTELANOS","730","",""
"9007049","SERVIDUMBRE DE PASO","355","","CENTRO"
"9007051","CAPELLANIA","345","","SAN PEDRO"
"9007053","CAPELLANIA PTE","355 I-3","","DEL VALLE"
"9007054","PRIVADA SAN PATRICIO","L054 M007","","SANTA BARBARA"
"9007055","PRIVADA SAN PATRICIO","L055 M007","","SANTA BARBARA"
"9007056","PRIV SN PATRICIO","125","","SAN PATRICIO"
"9007057","SAN PATRICIO","130","",""
"9007059","CALLEJON DE CAPELLANIA","359","","CENTRO"
"9007060","CALLEJON DE CAPELLANIA","357","","CENTRO"
"9007061","HORTELANOS","750","",""
"9007062","HORTELANOS LA GALVANA","L62 M7","",""
"9007067","AVE SAN PATRICIO","200","","SAN PATRICIO"
"9007068","AVE SAN PATRICIO 200","","",""
"9007069","PRIVADA","","",""
"9007073","SAN PATRICIO Y M PRIETO","S/N","",""
"9007074","SAN PATRICIO SUR","102","","SAN PATRICIO"
"9007075","AV SAN PATRICIO 104","","",""
"9007076","SAN PATRICIO","S/N","",""
"9007077","SAN PATRICIO","130","",""
"9007078","SAN PATRICIO","127","","SANTA BARBARA"
"9007080","AVE MORONES PRIETO LOTE INTERIOR","","",""
"9007081","SAN PATRICIO L81 M7","","",""
"9007084","HORTELANOS","AM-1","","LAS AMAPAS"
"9007085","HORTELANOS","AM-2","","LAS AMAPAS"
"9007086","AV MORONES PRIETO","AM-3","","LAS AMAPAS"
"9007087","AV MORONES PRIETO","AM-4","","LAS AMAPAS"
"9007088","HORTELANOS","AM-5","","LAS AMAPAS"
"9007089","HORTELANOS","AM-6","","LAS AMAPAS"
"9007090","HORTELANOS","AM-7","","LAS AMAPAS"
"9007091","CALLEJON DE CAPELLANIA","S/N","",""
"9007092","HORTELANOS Y CALLEJON DE CAPELLANIA","331","",""
"9007093","CALLEJON DE CAPELLANIA","355","I","DEL VALLE"
"9007094","CALLEJON DE CAPELLANIA","S/N","","DEL VALLE"
"9007095","SERVIDUMBRE DE PASO","355","3","DEL VALLE"
"9007096","SERVIDUMBRE DE PASO","L96 M7","","LA GALVANA"
"9007097","CALLEJON DE CAPELLANIA","L97 M7","","LA GALVANA"
"9007101","HORTELANOS","792","1","LAS AMAPAS"
"9007102","HORTELANOS","792","2","LAS AMAPAS"
"9007103","HORTELANOS","792","3","LAS AMAPAS"
"9007104","HORTELANOS","792","4","LAS AMAPAS"
"9007105","HORTELANOS","792","5","LAS AMAPAS"
"9007106","HORTELANOS","792","6","LAS AMAPAS"
"9007107","HORTELANOS","792","7","LAS AMAPAS"
"9007108","HORTELANOS","792","8","LAS AMAPAS"
"9007109","HORTELANOS","792","9","LAS AMAPAS"
"9007110","HORTELANOS","792","10","LAS AMAPAS"
"9007111","HORTELANOS","792","11","LAS AMAPAS"
"9007112","HORTELANOS","792","12","LAS AMAPAS"
"9007113","HORTELANOS","792","13","LAS AMAPAS"
"9007114","HORTELANOS","792","14","LAS AMAPAS"
"9007115","HORTELANOS","792","15","LAS AMAPAS"
"9007116","HORTELANOS","792","16","LAS AMAPAS"
"9007117","HORTELANOS","792","17","LAS AMAPAS"
"9007118","HORTELANOS","792","18","LAS AMAPAS"
"9007119","HORTELANOS","792","19","LAS AMAPAS"
"9007120","HORTELANOS","792","20","LAS AMAPAS"
"9007121","HORTELANOS","792","21","LAS AMAPAS"
"9007122","HORTELANOS","792","22","LAS AMAPAS"
"9007123","HORTELANOS","792","23","LAS AMAPAS"
"9007124","HORTELANOS","792","24","LAS AMAPAS"
"9007125","HORTELANOS","792","25","LAS AMAPAS"
"9007126","HORTELANOS","792","26","LAS AMAPAS"
"9007127","HORTELANOS","792","27","LAS AMAPAS"
"9007128","HORTELANOS","792","28","LAS AMAPAS"
"9007129","HORTELANOS","792","29","LAS AMAPAS"
"9007130","HORTELANOS","792","30","LAS AMAPAS"
"9007131","SERVIDUMBRE DE PASO","S/N","","CENTRO"
"9007132","SERVIDUMBRE DE PASO","LOTE 3","","CENTRO"
"9008002","CALLEJON DE CAPELLANIA","LOTE 1","","ZONA DE CALLEJONES"
"9008003","C DE LOS AYALA","500","",""
"9008004","CALZ STA BARBARA OTE","400","",""
"9008006","CALLEJON DE CAPELLANIA PTE","350","","DEL VALLE"
"9008012","JUAREZ Y CAPELLANIA","S/N","",""
"9008013","CALZADA SANTA BARBARA","400","",""
"9008014","CALLEJON DE CAPELLANIA","400","",""
"9008015","LOS AYALA","400","",""
"9008017","CAPELLANIA PTE","352","","ZONA LOS CALLEJONES"
"9008018","LOS AYALA Y CAPELLANIA 350-A","","",""
"9008019","CALLEJON DE LOS AYALA","456","","SAN PEDRO"
"9008020","CALLEJON DE CAPELLANIA","S/N","","ZONA LOS CALLEJONES"
"9008021","CALLE PRIVADA 372-A","","","LA RETAMA"
"9008022","CALLEJON DE LOS AYALA 448","","","SAN PEDRO"
"9008023","LA RETAMA","S/N","",""
"9008024","CALLEJON DE CAPELLANIA","348","","ZONA LOS CALLEJONES"
"9008025","CALLEJON DE LOS AYALA 454","","","SAN PEDRO"
"9008028","CALLEJON DE LOS AYALA","","",""
"9008029","CALLEJON DE LOS AYALA","450","","LA RETAMA"
"9008031","JUAREZ Y LOS AYALA","L1","","SAN PEDRO"
"9008032","CAPELLANIA Y CAPELLANIA","350","AM-1","SAN PEDRO"
"9008033","CALLEJON DE CAPELLANIA","","AM-2",""
"9008034","CALLEJON DE CAPELLANIA","","AM-3",""
"9008035","CALLEJON DE CAPELLANIA","","AM-6",""
"9008036","CALLEJON DE CAPELLANIA","","AM-4",""
"9008037","CALLEJON INTERIOR","","AM-5",""
"9008038","CALLEJON LOS AYALA","LOTE 2","A","SAN PEDRO"
"9008039","CALLEJON LOS AYALA","105","","SAN PEDRO"
"9008040","CALLEJON LOS AYALA","S/N","","ZONA LOS CALLEJONES"
"9008041","CALLEJON DE LOS AYALA","LOTE 1","",""
"9008042","CALLEJON DE CAPELLANA","","",""
"9008043","CALLEJON DE LOS AYALA","LOTE 1","","ZONA LOS CALLEJONES"
"9008044","CALLEJON DE CAPELLANIA","348","",""
"9008045","CALLEJON DE CAPELLANIA","L 1","","ZONA LOS CALLEJONES"
"9008046","CALLEJON DE CAPELLANIA","LOTE 1","",""
"9008047","CALLEJON DE CAPELLANIA","LOTE 2","","ZONA DE CALLEJONES"
"9008048","CALLEJON DE CAPELLANIA","LOTE 3","","ZONA DE CALLEJONES"
"9008049","CALLEJON DE LOS AYALA","LOTE 4","","ZONA DE CALLEJONES"
"9008050","CALLEJON DE LOS AYALA","358","","ZONA DE CALLEJONES"
"9008051","CALLEJON DE CAPELLANIA","LOTE 2","",""
"9008052","CALLEJON DE CAPELLANIA","L 2","","ZONA LOS CALLEJONES"
"9008053","CALLEJON DE LOS AYALA","LOTE 2","",""
"9008054","CALLEJON DE LA CAPELLANIA","LOTE 2","",""
"9008055","SIN NOMBRE","LOTE 3","",""
"9008101","CALLEJON CAPELLANIA","330","01","HDA LOS CALLEJONES"
"9008102","CALLEJON CAPELLANIA","330","2","LOS CALLEJONES"
"9008103","CALLEJON CAPELLANIA","330","3",""
"9008104","CALLEJON CAPELLANIA","330","4","HACIENDA CALLEJONES"
"9008105","CALLEJON CAPELLANIA","350","L 5","HDA LOS CALLEJONES"
"9008106","CALLEJON CAPELLANIA","350","6","LOS CALLEJONES"
"9008107","CALLEJON CAPELLANIA","330","7",""
"9008108","CALLEJON CAPELLANIA","330","8",""
"9008109","CALLEJON DE CAPELLANIA","330","9",""
"9008110","CALLEJON CAPELLANIA","330","10","HACIENDA DE LOS CALL"
"9009002","CALZ SANTA BARBARA","254","",""
"9009003","SANTA BARBARA NTE 254","","",""
"9009004","CALZ SANTA BARBARA","240","","CENTRO"
"9009005","C DE LOS ARIZPE Y JUAREZ","L5 M9","",""
"9009006","AVE SANTA BARBARA","310","","ZONA LOS CALLEJONES"
"9009009","CALLEJON DE LOS ARIZPE","2611","",""
"9009010","PROL MORELOS L-3","","",""
"9009011","PROL MORELOS","620","",""
"9009012","PROL MORELOS L1","","",""
"9009013","GENERAL GERONIMO TREVI¥O Y LIBERTAD","503","","CENTRO"
"9009021","ZARAGOZA Y LIBERTAD","","",""
"9009026","PORFIRIO DIAZ Y GENERAL TREVI¥O","609","","ZONA CENTRO"
"9009027","TREVI/O","","",""
"9009034","CALLEJON DE LOS AYALA","124","","SANTA BARBARA"
"9009036","ZARAGOZA","511","","ZONA CENTRO"
"9009037","ZARAGOZA Y LIBERTAD","501","","SAN PEDRO"
"9009045","TREVI/O Y LIBERTAD","","",""
"9009054","PORFIRIO DIAZ","613","",""
"9009055","STA BARBARA INT AREA ASSESO/BANQUET","","",""
"9009057","CALZADA SANTA BARBARA","260","","SANTA BARBARA"
"9009058","C STA BARBARA","230","","CASCO DE SAN PEDRO"
"9009059","PORFIRIO DIAZ 1000","","",""
"9009060","CALLEJON DE LOS AYALA","616","",""
"9009061","ZARAGOZA SAN PEDRO","513","","ZONA CENTRO"
"9009063","TREVI¥O","309","","ZONA CENTRO"
"9009064","TREVI¥O","205","",""
"9009066","TREVI¥O","L066 M009","",""
"9009067","PORFIRIO DIAZ OTE","603","",""
"9009069"," TREVI¥O","","",""
"9009070","ALCORNOQUE","1000","",""
"9009071","AVE STA CATARINA INTERIOR","","",""
"9009072","STA BARBARA 708","","","DEL VALLE"
"9009073","DIEGO DE MONTEMAYOR","1009","",""
"9009074","STA BARBARA INTERIOR","","",""
"9009075","AVE STA BARBARA","","",""
"9009076","STA BARBARA INT","","",""
"9009077","CALLE SIN NOMBRE","256","A","LOS CALLEJONES"
"9009078","PORFIRIO DIAZ","242","",""
"9009079","TREVI\O 205","","","SAN PEDRO"
"9009080","TREVI/O","205","",""
"9009081","TREVINO 2","","",""
"9009082","PORFIRIO DIAZ","508","",""
"9009083","TREVI¥O","220","",""
"9009084","CALLEJON DE LOS ARIZPE","2603","","COMUNIDAD SAN PEDRO"
"9009085","STA BARBARA","S/N","",""
"9009086","P DIAZ","","",""
"9009087","SANTA BARBARA","246","","SANTA BARBARA"
"9009088","CJON DE LOS ARIZPE 2601-A","","",""
"9009089","LIBERTAD 307","","","SAN PEDRO"
"9009090","LIBERTAD 350","","","SAN PEDRO"
"9009091","LIBERTAD","555","","CENTRO"
"9009092","ANDADOR INT","500","A","ZONA LOS CALLEJONES"
"9009093","ANDADOR INT 500","","",""
"9009098","TREVI\O","203","",""
"9009100","TREVI/O 601","","",""
"9009101","CALLEJON LOS AYALA","128","","STA BARBARA"
"9009102","CALLEJON DE LOS AYALA","126","","LA VENTURA"
"9009103","CALLEJON DE LOS AYALA","124","","SAN PEDRO"
"9009104","CALLEJON DE LOS AYALA INT","","",""
"9009105","CALLEJON DE LOS AYALA 120","","",""
"9009106","CALLEJON DE LOS AYALA","LOTE 3","","ZONA LOS CALLEJONES"
"9009107","CALLEJON DE LOS AYALA","L 107 M 9","","DEL VALLE"
"9009108","CALLEJON DE LOS AYALA AL FO","","",""
"9009109","LIBERTAD","503","","SAN PEDRO"
"9009110","LIBERTAD","505","","SAN PEDRO"
"9009111","ZARAGOZA","401","","SAN PEDRO"
"9009112","ZARAGOZA 403","","","SAN PEDRO"
"9009113","ZARAGOZA 405","","","SAN PEDRO"
"9009114","ZARAGOZA NTE","407","",""
"9009115","ZARAGOZA","409","",""
"9009116","ZARAGOZA","411","","SAN PEDRO"
"9009117","ZARAGOZA","413","",""
"9009118","ZARAGOZA 415","","",""
"9009119","CALLEJON DE LOS AYALA","118","","DEL VALLE"
"9009122","PORFIRIO DIAZ","S/N","INT",""
"9009123","GRAL NARANJO","501","","SAN PEDRO"
"9009124","PRIVADA LA VENTURA","508","","SAN PEDRO"
"9009125","PRIV LA VENTURA","506","","SAN PEDRO"
"9009126","PRIV LA VENTURA","502","","SAN PEDRO"
"9009127","PRIV LA VENTURA","500","","SAN PEDRO"
"9009129","PRIV NARANJO 591","","","SAN PEDRO"
"9009130","PRIV LA VENTURA","509","","PRIV GRAL NARANJO"
"9009131","PRIV VENTURA","","","PRIV NARANJO"
"9009132","PRIV LA VENTURA 505","","","PRIV GRAL NARANJO"
"9009133","PRIV LA VENTURA","503","","SAN PEDRO"
"9009134","SANTA BARBARA","242","",""
"9009135","STA BARBARA INT","","",""
"9009136","STA BARBARA INT","","",""
"9009137","STA BARBARA","208","","ZONA LOS CALLEJONES"
"9009138","AV STA BARBARA","S/N","",""
"9009139","AV STA BARBARA","S/N","",""
"9009140","AV STA BARBARA Y P DIAZ","","",""
"9009141","PORFIRIO DIAZ L141 M9","","",""
"9009142","PORFIRIO DIAZ","","",""
"9009143","PORFIRIO DIAZ","","",""
"9009144","PORFIRIO DIAZ","L44 M9","",""
"9009145","PORFIRIO DIAZ","401","",""
"9009148","CALLEJON DE LOS AYALA","","",""
"9009149","CALLEJON DE LOS ARIZPE 2601","","","COMUNIDAD SAN PEDRO"
"9009150","CALLEJON DE LOS AYALA","","",""
"9009151","ZARAGOZA I","","",""
"9009152","ZARAGOZA 2","","",""
"9009153","ZARAGOZA 3","","",""
"9009154","ZARAGOZA 4","","",""
"9009169","ZARAGOZA","501","1",""
"9009170","ZARAGOZA","501","2",""
"9009171","ZARAGOZA","501","3",""
"9009172","ZARAGOZA","501","4",""
"9009173","ZARAGOZA 501-5","","",""
"9009174","ZARAGOZA 501-6","","",""
"9009175","ZARAGOZA","501","7","ZONA CENTRO"
"9009176","ZARAGOZA 501-8","","",""
"9009178","CALLEJON DE LOS AYALA","","",""
"9009179","CALLEJON DE LOS AYALA","","",""
"9009180","CALLEJON DE LOS ARIZPE","2615","","LOS CALLEJONES"
"9009182","CALLEJON DE LOS AYALA","300","","SAN PEDRO"
"9009183","CALLEJON DE LOS ARIZPE 26047","","","SAN PEDRO"
"9009184","CALLEJON DE LOS ARIZPE 2605","","",""
"9009185","CALLEJON DE LOS ARIZPE","","",""
"9009186","ZARAGOZA","101","D 1","SAN PEDRO"
"9009187","ZARAGOZA","507","B","SAN PEDRO"
"9009188","ZARAGOZA","507","D 3","SAN PEDRO"
"9009189","ZARAGOZA","505-A D-4","","SAN PEDRO"
"9009190","ZARAGOZA 505-B","","","SAN PEDRO"
"9009191","ZARAGOZA 101 D-6","","","SAN PEDRO"
"9009192","ZARAGOZA","503-A","","SAN PEDRO"
"9009193","ZARAGOZA","101","D8","SAN PEDRO"
"9009194","ZARAGOZA","101","D-9","SAN PEDRO"
"9009195","CALLEJON DE LOS AYALA INT 112","","",""
"9009201","ANDADOR INT LOTE-C","","",""
"9009202","PROFIRIO DIAZ","S/N","",""
"9009203","PORFIRIO DIAZ","S/N","",""
"9009204","PORFIRIO DIAZ OTE","613","A","CENTRO"
"9009205","PORFIRIO DIAZ","S/N","",""
"9009206","PORFIRIO DIAZ","611","CASA-A",""
"9009207","PORFIRIO DIAZ","611 CASA-B","",""
"9009208","PORFIRIO DIAZ","611 CASA-C","",""
"9009209","PORFIRIO DIAZ","611 CASA-D","",""
"9009555","CALLEJON DE LOS AYALA","LOTE 2","","ZONA LOS CALLEJONES"
"9009556","CALLEJON DE LOS AYALA","L556 M9","","DEL VALLE"
"9009558","CALLEJON DE LOS AYALA","124","B","SAN PEDRO"
"9009559","PRIV BOSQUES DE LOS ARIZPE PTE","L1","","BOSQUES DE LOS ARIZP"
"9009560","PRIV BOSQUES DE LOS ARIZPE PTE","2503","","BOSQUES DE LOS ARIZP"
"9009561","PRIV BOSQUES DE LOS ARIZPE PTE","2505","","BOSQUES DE LOS ARIZP"
"9009562","PRIV BOSQUES DE LOS ARIZPE PTE","2507","","BOSQUES DE LOS ARIZP"
"9009563","PRIV BOSQUES DE LOS ARIZPE PTE","2509","","BOSQUES DE LOS ARIZP"
"9009564","PRIV BOSQUES DE LOS ARIZPE","2511","","BOSQUES DE LOS ARIZP"
"9009565","PRIV BOSQUES DE LOS ARIZPE","L7","","BOSQUES DE LOS ARIZP"
"9009566","PRIV BOSQUES DE LOS ARIZPE","2515","","BOSQUES DE LOS ARIZP"
"9009567","BOSQUES DE LOS ARIZPE","2516","","BOSQUES DE LOS ARIZP"
"9009568","PRIV BOSQUES DE LOS ARIZPE","2514","","BOSQUES DE LOS ARIZP"
"9009569","PRIV BOSQUES DE LOS ARIZPE","2512","","BOSQUES DE LOS ARIZP"
"9009570","PRIV BOSQUES DE LOS ARIZPE OTE","2510","","BOSQUES DE LOS ARIZP"
"9009571","PRIV BOSQUES DE LOS ARIZPE OTE","2508","","BOSQUES DE LOS ARIZP"
"9009572","PRIV BOSQUES DE LOS ARIZPE OTE","2506","","BOSQUES DE LOS ARIZP"
"9009573","PRIV BOSQUES DE LOS ARIZPE OTE","2504","","BOSQUES DE LOS ARIZP"
"9009574","PRIVADA BOSQUES DE LOS ARIZPE OTE","L16","","BOSQUES DE LOS ARIZP"
"9009575","PRIV BOSQUES DE LOS ARIZPE OTE","M009 L575","","BOSQUES DE LOS ARIZP"
"9009576","PRIV BOSQUES DE LOS ARIZPE OTE","M009 L576","","BOSQUES DE LOS ARIZP"
"9009577","PORFIRIO DIAZ","POLI 3A","",""
"9009578","CALLEJON DE LOS AYALA","112 1","","ZONA DE LOS CALLEJON"
"9009579","AV SANTA BARBARA","S/N","","ZONA LOS CALLEJONES"
"9009580","AV SANTA BARBARA","400","","ZONA LOS CALLEJONES"
"9009581","CALLEJON DE LOS AYALA","LOTE 4","","ZONA LOS CALLEJONES"
"9009582","CALLEJON DE LOS AYALA","LOTE 2","","ZONA LOS CALLEJONES"
"9009583","ZARAGOZA","515","","DEL VALLE"
"9009584","ALCORNOQUE","S/N","",""
"9009585","PORFIRIO DIAZ","815","106","ZONA CENTRO"
"9009586","PORFIRIO DIAZ","815","105","ZONA CENTRO"
"9009587","PORFIRIO DIAZ","815","206","ZONA CENTRO"
"9009588","PORFIRIO DIAZ","815","205","ZONA CENTRO"
"9009589","PORFIRIO DIAZ","815","306","ZONA CENTRO"
"9009590","PORFIRIO DIAZ","815","305","ZONA CENTRO"
"9009591","PORFIRIO DIAZ","815","406","ZONA CENTRO"
"9009592","PORFIRIO DIAZ","815","405","ZONA CENTRO"
"9009593","PORFIRIO DIAZ","815","505","ZONA CENTRO"
"9009594","PORFIRIO DIAZ","815","104","ZONA CENTRO"
"9009595","PORFIRIO DIAZ","815","201","ZONA CENTRO"
"9009596","PORFIRIO DIAZ","815","202","ZONA CENTRO"
"9009597","PORFIRIO DIAZ","815","203","ZONA CENTRO"
"9009598","PORFIRIO DIAZ","815","204","ZONA CENTRO"
"9009599","PORFIRIO DIAZ","815","301","ZONA CENTRO"
"9009600","PORFIRIO DIAZ","815","302","ZONA CENTRO"
"9009601","PORFIRIO DIAZ","815","303","ZONA CENTRO"
"9009602","PORFIRIO DIAZ","815","304","ZONA CENTRO"
"9009603","PORFIRIO DIAZ","815","401","ZONA CENTRO"
"9009604","PORFIRIO DIAZ","815","402","ZONA CENTRO"
"9009605","PORFIRIO DIAZ","815","403","ZONA CENTRO"
"9009606","PORFIRIO DIAZ","815","404","ZONA CENTRO"
"9009607","PORFIRIO DIAZ","815","501","ZONA CENTRO"
"9009608","PORFIRIO DIAZ","815","502","ZONA CENTRO"
"9009609","PORFIRIO DIAZ","815","503","ZONA CENTRO"
"9009610","PORFIRIO DIAZ","815","504","ZONA CENTRO"
"9009611","PORFIRIO DIAZ","815","601","ZONA CENTRO"
"9009612","PORFIRIO DIAZ","815","602","ZONA CENTRO"
"9009613","PORFIRIO DIAZ","815","603","ZONA CENTRO"
"9009614","PORFIRIO DIAZ","815","604","ZONA CENTRO"
"9009615","PORFIRIO DIAZ","815","701","ZONA CENTRO"
"9009616","PORFIRIO DIAZ","815","702","ZONA CENTRO"
"9009617","PORFIRIO DIAZ","815","703","ZONA CENTRO"
"9009618","PORFIRIO DIAZ","815","704","ZONA CENTRO"
"9009619","PORFIRIO DIAZ","815","801","ZONA CENTRO"
"9009620","PORFIRIO DIAZ","815","802","ZONA CENTRO"
"9009621","PORFIRIO DIAZ","815","803","ZONA CENTRO"
"9009622","PORFIRIO DIAZ","815","804","ZONA CENTRO"
"9009623","PORFIRIO DIAZ","815","901","ZONA CENTRO"
"9009624","PORFIRIO DIAZ","815","902","ZONA CENTRO"
"9009625","PORFIRIO DIAZ","815","903","ZONA CENTRO"
"9009626","PORFIRIO DIAZ","815","904","ZONA CENTRO"
"9009627","PORFIRIO DIAZ","815","1001","ZONA CENTRO"
"9009628","PORFIRIO DIAZ","815","1002","ZONA CENTRO"
"9009629","PORFIRIO DIAZ","815","1003","ZONA CENTRO"
"9009630","PORFIRIO DIAZ","815","1004","ZONA CENTRO"
"9009631","PORFIRIO DIAZ","815","1101","ZONA CENTRO"
"9009632","PORFIRIO DIAZ","815","1103","ZONA CENTRO"
"9009633","PORFIRIO DIAZ","815","107","ZONA CENTRO"
"9009634","PORFIRIO DIAZ","815","207","ZONA CENTRO"
"9009635","PORFIRIO DIAZ","815","307","ZONA CENTRO"
"9009636","PORFIRIO DIAZ","815","407","ZONA CENTRO"
"9009637","PORFIRIO DIAZ","815","507","ZONA CENTRO"
"9009638","PORFIRIO DIAZ","815","B39","ZONA CENTRO"
"9009639","PORFIRIO DIAZ","815","B15","ZONA CENTRO"
"9009640","PORFIRIO DIAZ","815","CAJON 1","ZONA CENTRO"
"9009641","PORFIRIO DIAZ","815","CAJON 2","ZONA CENTRO"
"9009642","PORFIRIO DIAZ","815","CAJON 3","ZONA CENTRO"
"9009643","PORFIRIO DIAZ","815","CAJON 14","ZONA CENTRO"
"9009644","PORFIRIO DIAZ","815","CAJON 15","ZONA CENTRO"
"9009645","PORFIRIO DIAZ","815","CAJON 19","ZONA CENTRO"
"9009646","PORFIRIO DIAZ","815","CAJON 20","ZONA CENTRO"
"9009647","PORFIRIO DIAZ","815","CAJON 21","ZONA CENTRO"
"9009648","PORFIRIO DIAZ","815","CAJON 52","ZONA CENTRO"
"9009649","PORFIRIO DIAZ","815","CAJON 65","ZONA CENTRO"
"9009650","PORFIRIO DIAZ","815","CAJON 108","ZONA CENTRO"
"9009651","PORFIRIO DIAZ","815","CAJON 109","ZONA CENTRO"
"9009652","PORFIRIO DIAZ","815","CAJON 128","ZONA CENTRO"
"9009653","PORFIRIO DIAZ","815","CAJON 129","ZONA CENTRO"
"9009654","PORFIRIO DIAZ","815","CAJON 130","ZONA CENTRO"
